,journee,journee_nom,classement,nb_pts,equipe,nb_matchs_joues,victoire,nul,defaite,bonus,pts_marques,pts_pris,ga
1707,16,TOP 14 2013-2014 - 16ème journée,2,47,Paris,16,11,0,5,3,313,269,44
1708,16,TOP 14 2013-2014 - 16ème journée,3,46,Castres,16,9,1,6,8,369,268,101
1709,16,TOP 14 2013-2014 - 16ème journée,4,44,Toulouse,16,9,0,7,8,323,263,60
1710,16,TOP 14 2013-2014 - 16ème journée,5,42,Toulon,16,8,1,7,8,386,275,111
1711,16,TOP 14 2013-2014 - 16ème journée,6,41,Grenoble,16,9,1,6,3,296,341,45
1712,16,TOP 14 2013-2014 - 16ème journée,7,40,Montpellier,16,7,1,8,10,382,322,60
1713,16,TOP 14 2013-2014 - 16ème journée,8,38,Racing 92,16,8,1,7,4,236,284,48
1714,16,TOP 14 2013-2014 - 16ème journée,9,36,Bordeaux-Bègles,16,7,0,9,8,362,371,9
1715,16,TOP 14 2013-2014 - 16ème journée,10,35,Brive,16,6,2,8,7,306,313,7
1716,16,TOP 14 2013-2014 - 16ème journée,11,35,Perpignan,16,7,0,9,7,312,340,28
1717,16,TOP 14 2013-2014 - 16ème journée,12,33,Oyonnax,16,8,0,8,1,258,323,65
1718,16,TOP 14 2013-2014 - 16ème journée,13,30,Bayonne,16,6,0,10,6,252,374,122
1719,16,TOP 14 2013-2014 - 16ème journée,14,17,Biarritz,16,3,0,13,5,206,398,192
1720,17,TOP 14 2013-2014 - 17ème journée,1,52,Paris,17,12,0,5,4,345,275,70
1721,17,TOP 14 2013-2014 - 17ème journée,2,50,Clermont,17,10,1,6,8,463,332,131
1722,17,TOP 14 2013-2014 - 17ème journée,3,46,Castres,17,9,1,7,8,375,300,75
1723,17,TOP 14 2013-2014 - 17ème journée,4,45,Grenoble,17,10,1,6,3,321,360,39
1724,17,TOP 14 2013-2014 - 17ème journée,5,44,Montpellier,17,8,1,8,10,410,345,65
1725,17,TOP 14 2013-2014 - 17ème journée,6,44,Toulouse,17,9,0,8,8,328,288,40
1726,17,TOP 14 2013-2014 - 17ème journée,7,42,Toulon,17,8,1,8,8,396,298,98
1727,17,TOP 14 2013-2014 - 17ème journée,8,42,Racing 92,17,9,1,7,4,261,289,28
1728,17,TOP 14 2013-2014 - 17ème journée,9,39,Brive,17,7,2,8,7,329,323,6
1729,17,TOP 14 2013-2014 - 17ème journée,10,37,Bordeaux-Bègles,17,7,0,10,9,385,399,14
1730,17,TOP 14 2013-2014 - 17ème journée,11,37,Oyonnax,17,9,0,8,1,282,345,63
1731,17,TOP 14 2013-2014 - 17ème journée,12,36,Perpignan,17,7,0,10,8,331,365,34
1732,17,TOP 14 2013-2014 - 17ème journée,13,34,Bayonne,17,7,0,10,6,270,383,113
1733,17,TOP 14 2013-2014 - 17ème journée,14,18,Biarritz,17,3,0,14,6,228,422,194
1734,18,TOP 14 2013-2014 - 18ème journée,1,54,Clermont,18,11,1,6,8,488,345,143
1735,18,TOP 14 2013-2014 - 18ème journée,2,52,Paris,18,12,0,6,4,358,300,58
1736,18,TOP 14 2013-2014 - 18ème journée,3,50,Castres,18,10,1,7,8,392,316,76
1737,18,TOP 14 2013-2014 - 18ème journée,4,48,Montpellier,18,9,1,8,10,425,357,68
1738,18,TOP 14 2013-2014 - 18ème journée,5,47,Toulon,18,9,1,8,9,429,318,111
1739,18,TOP 14 2013-2014 - 18ème journée,6,45,Grenoble,18,10,1,7,3,338,398,60
1740,18,TOP 14 2013-2014 - 18ème journée,7,45,Toulouse,18,9,0,9,9,340,303,37
1741,18,TOP 14 2013-2014 - 18ème journée,8,44,Racing 92,18,9,2,7,4,280,308,28
1742,18,TOP 14 2013-2014 - 18ème journée,9,42,Bordeaux-Bègles,18,8,0,10,10,423,416,7
1743,18,TOP 14 2013-2014 - 18ème journée,10,40,Brive,18,7,2,9,8,335,332,3
1744,18,TOP 14 2013-2014 - 18ème journée,11,38,Bayonne,18,8,0,10,6,279,389,110
1745,18,TOP 14 2013-2014 - 18ème journée,12,38,Oyonnax,18,9,0,9,2,298,362,64
1746,18,TOP 14 2013-2014 - 18ème journée,13,38,Perpignan,18,7,1,10,8,350,384,34
1747,18,TOP 14 2013-2014 - 18ème journée,14,18,Biarritz,18,3,0,15,6,248,455,207
1748,19,TOP 14 2013-2014 - 19ème journée,1,55,Clermont,19,11,1,7,9,501,361,140
1749,19,TOP 14 2013-2014 - 19ème journée,2,53,Montpellier,19,10,1,8,11,475,376,99
1750,19,TOP 14 2013-2014 - 19ème journée,3,52,Paris,19,12,0,7,4,370,328,42
1751,19,TOP 14 2013-2014 - 19ème journée,4,51,Castres,19,10,1,8,9,405,335,70
1752,19,TOP 14 2013-2014 - 19ème journée,5,51,Toulon,19,10,1,8,9,448,331,117
1753,19,TOP 14 2013-2014 - 19ème journée,6,49,Grenoble,19,11,1,7,3,354,411,57
1754,19,TOP 14 2013-2014 - 19ème journée,7,49,Toulouse,19,10,0,9,9,356,309,47
1755,19,TOP 14 2013-2014 - 19ème journée,8,48,Racing 92,19,10,2,7,4,298,316,18
1756,19,TOP 14 2013-2014 - 19ème journée,9,45,Brive,19,8,2,9,9,363,344,19
1757,19,TOP 14 2013-2014 - 19ème journée,10,42,Bordeaux-Bègles,19,8,0,11,10,435,442,7
1758,19,TOP 14 2013-2014 - 19ème journée,11,42,Oyonnax,19,10,0,9,2,324,374,50
1759,19,TOP 14 2013-2014 - 19ème journée,12,38,Perpignan,19,7,1,11,8,369,434,65
1760,19,TOP 14 2013-2014 - 19ème journée,13,38,Bayonne,19,8,0,11,6,287,407,120
1761,19,TOP 14 2013-2014 - 19ème journée,14,18,Biarritz,19,3,0,16,6,254,471,217
1762,20,TOP 14 2013-2014 - 20ème journée,1,60,Clermont,20,12,1,7,10,543,377,166
1763,20,TOP 14 2013-2014 - 20ème journée,2,56,Paris,20,13,0,7,4,399,354,45
1764,20,TOP 14 2013-2014 - 20ème journée,3,55,Castres,20,11,1,8,9,434,362,72
1765,20,TOP 14 2013-2014 - 20ème journée,4,55,Toulon,20,11,1,8,9,463,340,123
1766,20,TOP 14 2013-2014 - 20ème journée,5,53,Montpellier,20,10,1,9,11,491,418,73
1767,20,TOP 14 2013-2014 - 20ème journée,6,50,Grenoble,20,11,1,8,4,374,433,59
1768,20,TOP 14 2013-2014 - 20ème journée,7,50,Toulouse,20,10,0,10,10,383,338,45
1769,20,TOP 14 2013-2014 - 20ème journée,8,48,Racing 92,20,10,2,8,4,307,341,34
1770,20,TOP 14 2013-2014 - 20ème journée,9,46,Brive,20,8,2,10,10,369,356,13
1771,20,TOP 14 2013-2014 - 20ème journée,10,46,Bordeaux-Bègles,20,9,0,11,10,460,451,9
1772,20,TOP 14 2013-2014 - 20ème journée,11,43,Oyonnax,20,10,0,10,3,350,403,53
1773,20,TOP 14 2013-2014 - 20ème journée,12,42,Perpignan,20,8,1,11,8,381,440,59
1774,20,TOP 14 2013-2014 - 20ème journée,13,39,Bayonne,20,8,0,12,7,296,422,126
1775,20,TOP 14 2013-2014 - 20ème journée,14,22,Biarritz,20,4,0,16,6,276,491,215
1776,21,TOP 14 2013-2014 - 21ème journée,1,60,Toulon,21,12,1,8,10,527,350,177
1777,21,TOP 14 2013-2014 - 21ème journée,2,60,Clermont,21,12,1,8,10,559,403,156
1778,21,TOP 14 2013-2014 - 21ème journée,3,57,Montpellier,21,11,1,9,11,510,428,82
1779,21,TOP 14 2013-2014 - 21ème journée,4,56,Paris,21,13,0,8,4,409,373,36
1780,21,TOP 14 2013-2014 - 21ème journée,5,55,Toulouse,21,11,0,10,11,420,347,73
1781,21,TOP 14 2013-2014 - 21ème journée,6,55,Castres,21,11,1,9,9,449,387,62
1782,21,TOP 14 2013-2014 - 21ème journée,7,52,Racing 92,21,11,2,8,4,332,356,24
1783,21,TOP 14 2013-2014 - 21ème journée,8,51,Brive,21,9,2,10,11,400,362,38
1784,21,TOP 14 2013-2014 - 21ème journée,9,50,Bordeaux-Bègles,21,10,0,11,10,486,467,19
1785,21,TOP 14 2013-2014 - 21ème journée,10,50,Grenoble,21,11,1,9,4,380,464,84
1786,21,TOP 14 2013-2014 - 21ème journée,11,43,Bayonne,21,9,0,12,7,307,430,123
1787,21,TOP 14 2013-2014 - 21ème journée,12,43,Oyonnax,21,10,0,11,3,360,467,107
1788,21,TOP 14 2013-2014 - 21ème journée,13,42,Perpignan,21,8,1,12,8,390,477,87
1789,21,TOP 14 2013-2014 - 21ème journée,14,23,Biarritz,21,4,0,17,7,284,502,218
1790,22,TOP 14 2013-2014 - 22ème journée,1,64,Clermont,22,13,1,8,10,581,419,162
1791,22,TOP 14 2013-2014 - 22ème journée,2,61,Toulon,22,12,1,9,11,543,372,171
1792,22,TOP 14 2013-2014 - 22ème journée,3,61,Montpellier,22,12,1,9,11,532,436,96
1793,22,TOP 14 2013-2014 - 22ème journée,4,60,Castres,22,12,1,9,10,487,393,94
1794,22,TOP 14 2013-2014 - 22ème journée,5,58,Paris,22,13,1,8,4,436,400,36
1795,22,TOP 14 2013-2014 - 22ème journée,6,57,Toulouse,22,11,1,10,11,447,374,73
1796,22,TOP 14 2013-2014 - 22ème journée,7,56,Racing 92,22,12,2,8,4,358,369,11
1797,22,TOP 14 2013-2014 - 22ème journée,8,54,Bordeaux-Bègles,22,11,0,11,10,509,489,20
1798,22,TOP 14 2013-2014 - 22ème journée,9,51,Brive,22,9,2,11,11,406,400,6
1799,22,TOP 14 2013-2014 - 22ème journée,10,50,Grenoble,22,11,1,10,4,393,490,97
1800,22,TOP 14 2013-2014 - 22ème journée,11,46,Perpignan,22,9,1,12,8,406,487,81
1801,22,TOP 14 2013-2014 - 22ème journée,12,44,Bayonne,22,9,0,13,8,329,453,124
1802,22,TOP 14 2013-2014 - 22ème journée,13,43,Oyonnax,22,10,0,12,3,368,489,121
1803,22,TOP 14 2013-2014 - 22ème journée,14,24,Biarritz,22,4,0,18,8,294,518,224
1804,23,TOP 14 2013-2014 - 23ème journée,1,66,Montpellier,23,13,1,9,12,575,463,112
1805,23,TOP 14 2013-2014 - 23ème journée,2,65,Clermont,23,13,1,9,11,605,445,160
1806,23,TOP 14 2013-2014 - 23ème journée,3,65,Toulon,23,13,1,9,11,575,400,175
1807,23,TOP 14 2013-2014 - 23ème journée,4,62,Castres,23,12,2,9,10,521,427,94
1808,23,TOP 14 2013-2014 - 23ème journée,5,60,Racing 92,23,13,2,8,4,390,391,1
1809,23,TOP 14 2013-2014 - 23ème journée,6,58,Toulouse,23,11,1,11,12,475,406,69
1810,23,TOP 14 2013-2014 - 23ème journée,7,58,Bordeaux-Bègles,23,12,0,11,10,532,494,38
1811,23,TOP 14 2013-2014 - 23ème journée,8,58,Paris,23,13,1,9,4,458,432,26
1812,23,TOP 14 2013-2014 - 23ème journée,9,55,Brive,23,10,2,11,11,432,424,8
1813,23,TOP 14 2013-2014 - 23ème journée,10,50,Grenoble,23,11,1,11,4,406,530,124
1814,23,TOP 14 2013-2014 - 23ème journée,11,48,Oyonnax,23,11,0,12,4,408,502,94
1815,23,TOP 14 2013-2014 - 23ème journée,12,46,Perpignan,23,9,1,13,8,411,510,99
1816,23,TOP 14 2013-2014 - 23ème journée,13,44,Bayonne,23,9,0,14,8,356,496,140
1817,23,TOP 14 2013-2014 - 23ème journée,14,26,Biarritz,23,4,1,18,8,328,552,224
1818,24,TOP 14 2013-2014 - 24ème journée,1,70,Montpellier,24,14,1,9,12,611,493,118
1819,24,TOP 14 2013-2014 - 24ème journée,2,69,Clermont,24,14,1,9,11,628,456,172
1820,24,TOP 14 2013-2014 - 24ème journée,3,69,Toulon,24,14,1,9,11,597,420,177
1821,24,TOP 14 2013-2014 - 24ème journée,4,65,Racing 92,24,14,2,8,5,427,398,29
1822,24,TOP 14 2013-2014 - 24ème journée,5,62,Toulouse,24,12,1,11,12,491,415,76
1823,24,TOP 14 2013-2014 - 24ème journée,6,62,Castres,24,12,2,10,10,532,450,82
1824,24,TOP 14 2013-2014 - 24ème journée,7,59,Bordeaux-Bègles,24,12,0,12,11,552,516,36
1825,24,TOP 14 2013-2014 - 24ème journée,8,59,Paris,24,13,1,10,5,477,456,21
1826,24,TOP 14 2013-2014 - 24ème journée,9,56,Brive,24,10,2,12,12,441,440,1
1827,24,TOP 14 2013-2014 - 24ème journée,10,51,Grenoble,24,11,1,12,5,436,566,130
1828,24,TOP 14 2013-2014 - 24ème journée,11,50,Perpignan,24,10,1,13,8,433,522,89
1829,24,TOP 14 2013-2014 - 24ème journée,12,48,Bayonne,24,10,0,14,8,380,515,135
1830,24,TOP 14 2013-2014 - 24ème journée,13,48,Oyonnax,24,11,0,13,4,420,524,104
1831,24,TOP 14 2013-2014 - 24ème journée,14,26,Biarritz,24,4,1,19,8,335,589,254
1832,25,TOP 14 2013-2014 - 25ème journée,1,73,Toulon,25,15,1,9,11,643,451,192
1833,25,TOP 14 2013-2014 - 25ème journée,2,71,Montpellier,25,14,1,10,13,626,515,111
1834,25,TOP 14 2013-2014 - 25ème journée,3,69,Clermont,25,14,1,10,11,634,478,156
1835,25,TOP 14 2013-2014 - 25ème journée,4,69,Racing 92,25,15,2,8,5,449,404,45
1836,25,TOP 14 2013-2014 - 25ème journée,5,66,Castres,25,13,2,10,10,554,465,89
1837,25,TOP 14 2013-2014 - 25ème journée,6,64,Toulouse,25,12,2,11,12,510,434,76
1838,25,TOP 14 2013-2014 - 25ème journée,7,64,Paris,25,14,1,10,6,514,479,35
1839,25,TOP 14 2013-2014 - 25ème journée,8,59,Bordeaux-Bègles,25,12,0,13,11,575,553,22
1840,25,TOP 14 2013-2014 - 25ème journée,9,57,Brive,25,10,2,13,13,454,459,5
1841,25,TOP 14 2013-2014 - 25ème journée,10,53,Grenoble,25,11,2,12,5,457,587,130
1842,25,TOP 14 2013-2014 - 25ème journée,11,50,Bayonne,25,10,1,14,8,401,536,135
1843,25,TOP 14 2013-2014 - 25ème journée,12,50,Perpignan,25,10,1,14,8,464,568,104
1844,25,TOP 14 2013-2014 - 25ème journée,13,50,Oyonnax,25,11,1,13,4,439,543,104
1845,25,TOP 14 2013-2014 - 25ème journée,14,30,Biarritz,25,5,1,19,8,354,602,248
1846,26,TOP 14 2013-2014 - 26ème journée,1,77,Toulon,26,16,1,9,11,660,466,194
1847,26,TOP 14 2013-2014 - 26ème journée,2,76,Montpellier,26,15,1,10,14,670,525,145
1848,26,TOP 14 2013-2014 - 26ème journée,3,73,Clermont,26,15,1,10,11,659,500,159
1849,26,TOP 14 2013-2014 - 26ème journée,4,69,Toulouse,26,13,2,11,13,548,442,106
1850,26,TOP 14 2013-2014 - 26ème journée,5,69,Racing 92,26,15,2,9,5,459,448,11
1851,26,TOP 14 2013-2014 - 26ème journée,6,66,Castres,26,13,2,11,10,567,488,79
1852,26,TOP 14 2013-2014 - 26ème journée,7,65,Paris,26,14,1,11,7,529,496,33
1853,26,TOP 14 2013-2014 - 26ème journée,8,64,Bordeaux-Bègles,26,13,0,13,12,629,573,56
1854,26,TOP 14 2013-2014 - 26ème journée,9,61,Brive,26,11,2,13,13,473,476,3
1855,26,TOP 14 2013-2014 - 26ème journée,10,54,Bayonne,26,11,1,14,8,424,549,125
1856,26,TOP 14 2013-2014 - 26ème journée,11,53,Grenoble,26,11,2,13,5,465,625,160
1857,26,TOP 14 2013-2014 - 26ème journée,12,51,Oyonnax,26,11,1,14,5,456,562,106
1858,26,TOP 14 2013-2014 - 26ème journée,13,51,Perpignan,26,10,1,15,9,486,593,107
1859,26,TOP 14 2013-2014 - 26ème journée,14,30,Biarritz,26,5,1,20,8,374,656,282
1860,27,TOP 14 2013-2014 - Barrages,1,74,Clermont,27,15,1,11,12,675,522,153
1861,27,TOP 14 2013-2014 - Barrages,2,73,Racing 92,27,16,2,9,5,480,464,16
1862,27,TOP 14 2013-2014 - Barrages,3,70,Toulouse,27,13,2,12,14,564,463,101
1863,27,TOP 14 2013-2014 - Barrages,4,70,Castres,27,14,2,11,10,589,504,85
1864,28,TOP 14 2013-2014 - Demi-Finales,1,81,Toulon,27,17,1,9,11,676,472,204
1865,28,TOP 14 2013-2014 - Demi-Finales,2,76,Montpellier,27,15,1,11,14,689,547,142
1866,28,TOP 14 2013-2014 - Demi-Finales,3,74,Castres,28,15,2,11,10,611,523,88
1867,28,TOP 14 2013-2014 - Demi-Finales,4,73,Racing 92,28,16,2,10,5,486,480,6
1868,29,TOP 14 2013-2014 - Finale,1,85,Toulon,28,18,1,9,11,694,482,212
1869,29,TOP 14 2013-2014 - Finale,2,74,Castres,29,15,2,12,10,621,541,80
1870,1,TOP 14 2014-2015 - 1ère journée,1,5,Brive,1,1,0,0,1,37,15,22
1871,1,TOP 14 2014-2015 - 1ère journée,2,4,Toulon,1,1,0,0,0,29,15,14
1872,1,TOP 14 2014-2015 - 1ère journée,3,4,Bordeaux-Bègles,1,1,0,0,0,18,9,9
1873,1,TOP 14 2014-2015 - 1ère journée,4,4,Clermont,1,1,0,0,0,30,26,4
1874,1,TOP 14 2014-2015 - 1ère journée,5,4,Paris,1,1,0,0,0,25,22,3
1875,1,TOP 14 2014-2015 - 1ère journée,6,4,Racing 92,1,1,0,0,0,19,16,3
1876,1,TOP 14 2014-2015 - 1ère journée,7,4,Toulouse,1,1,0,0,0,20,19,1
1877,1,TOP 14 2014-2015 - 1ère journée,8,1,Oyonnax,1,0,0,1,1,19,20,
1878,1,TOP 14 2014-2015 - 1ère journée,9,1,Montpellier,1,0,0,1,1,16,19,
1879,1,TOP 14 2014-2015 - 1ère journée,10,1,Castres,1,0,0,1,1,22,25,
1880,1,TOP 14 2014-2015 - 1ère journée,11,1,Grenoble,1,0,0,1,1,26,30,
1881,1,TOP 14 2014-2015 - 1ère journée,12,0,Lyon,1,0,0,1,0,9,18,
1882,1,TOP 14 2014-2015 - 1ère journée,13,0,Bayonne,1,0,0,1,0,15,29,
1883,1,TOP 14 2014-2015 - 1ère journée,14,0,La Rochelle,1,0,0,1,0,15,37,
1884,2,TOP 14 2014-2015 - 2ème journée,1,9,Toulon,2,2,0,0,1,89,34,55
1885,2,TOP 14 2014-2015 - 2ème journée,2,9,Toulouse,2,2,0,0,1,55,25,30
1886,2,TOP 14 2014-2015 - 2ème journée,3,8,Clermont,2,2,0,0,0,51,32,19
1887,2,TOP 14 2014-2015 - 2ème journée,4,8,Bordeaux-Bègles,2,2,0,0,0,48,30,18
1888,2,TOP 14 2014-2015 - 2ème journée,5,8,Paris,2,2,0,0,0,48,42,6
1889,2,TOP 14 2014-2015 - 2ème journée,6,5,Bayonne,2,1,0,1,1,53,41,12
1890,2,TOP 14 2014-2015 - 2ème journée,7,5,Brive,2,1,0,1,1,43,36,7
1891,2,TOP 14 2014-2015 - 2ème journée,8,5,Montpellier,2,1,0,1,1,36,36,
1892,2,TOP 14 2014-2015 - 2ème journée,9,4,Racing 92,2,1,0,1,0,40,46,
1893,2,TOP 14 2014-2015 - 2ème journée,10,2,Grenoble,2,0,0,2,2,43,50,
1894,2,TOP 14 2014-2015 - 2ème journée,11,1,Lyon,2,0,0,2,1,29,41,
1895,2,TOP 14 2014-2015 - 2ème journée,12,1,Oyonnax,2,0,0,2,1,31,58,
1896,2,TOP 14 2014-2015 - 2ème journée,13,1,Castres,2,0,0,2,1,28,60,
1897,2,TOP 14 2014-2015 - 2ème journée,14,0,La Rochelle,2,0,0,2,0,34,97,
1898,3,TOP 14 2014-2015 - 3ème journée,1,9,Montpellier,3,2,0,1,1,57,56,1
1899,3,TOP 14 2014-2015 - 3ème journée,2,9,Clermont,3,2,0,1,1,71,53,18
1900,3,TOP 14 2014-2015 - 3ème journée,3,9,Toulouse,3,2,0,1,1,80,62,18
1901,3,TOP 14 2014-2015 - 3ème journée,4,9,Toulon,3,2,0,1,1,99,51,48
1902,3,TOP 14 2014-2015 - 3ème journée,5,8,Bordeaux-Bègles,3,2,0,1,0,71,67,4
1903,3,TOP 14 2014-2015 - 3ème journée,6,8,Paris,3,2,0,1,0,54,75,
1904,3,TOP 14 2014-2015 - 3ème journée,7,8,Racing 92,3,2,0,1,0,57,56,1
1905,3,TOP 14 2014-2015 - 3ème journée,8,7,Grenoble,3,1,0,2,3,80,73,7
1906,3,TOP 14 2014-2015 - 3ème journée,9,6,Oyonnax,3,1,0,2,2,64,64,
1907,3,TOP 14 2014-2015 - 3ème journée,10,6,Castres,3,1,0,2,2,58,66,
1908,3,TOP 14 2014-2015 - 3ème journée,11,5,Lyon,3,1,0,2,1,53,47,6
1909,3,TOP 14 2014-2015 - 3ème journée,12,5,Bayonne,3,1,0,2,1,59,71,
1910,3,TOP 14 2014-2015 - 3ème journée,13,5,Brive,3,1,0,2,1,49,60,
1911,3,TOP 14 2014-2015 - 3ème journée,14,4,La Rochelle,3,1,0,2,0,71,122,
1912,4,TOP 14 2014-2015 - 4ème journée,1,14,Montpellier,4,3,0,1,2,100,66,34
1913,4,TOP 14 2014-2015 - 4ème journée,2,14,Clermont,4,3,0,1,2,103,59,44
1914,4,TOP 14 2014-2015 - 4ème journée,3,13,Toulon,4,3,0,1,1,117,64,53
1915,4,TOP 14 2014-2015 - 4ème journée,4,13,Paris,4,3,0,1,1,88,104,
1916,4,TOP 14 2014-2015 - 4ème journée,5,12,Grenoble,4,2,0,2,4,110,85,25
1917,4,TOP 14 2014-2015 - 4ème journée,6,9,Lyon,4,2,0,2,1,79,70,9
1918,4,TOP 14 2014-2015 - 4ème journée,7,9,Bordeaux-Bègles,4,2,0,2,1,84,85,
1919,4,TOP 14 2014-2015 - 4ème journée,8,9,Brive,4,2,0,2,1,75,79,
1920,4,TOP 14 2014-2015 - 4ème journée,9,9,Toulouse,4,2,0,2,1,99,88,11
1921,4,TOP 14 2014-2015 - 4ème journée,10,8,Racing 92,4,2,0,2,0,63,88,
1922,4,TOP 14 2014-2015 - 4ème journée,11,7,Oyonnax,4,1,0,3,3,87,90,
1923,4,TOP 14 2014-2015 - 4ème journée,12,6,Castres,4,1,0,3,2,68,109,
1924,4,TOP 14 2014-2015 - 4ème journée,13,6,Bayonne,4,1,0,3,2,88,105,
1925,4,TOP 14 2014-2015 - 4ème journée,14,4,La Rochelle,4,1,0,3,0,83,152,
1926,5,TOP 14 2014-2015 - 5ème journée,1,18,Clermont,5,4,0,1,2,116,68,48
1927,5,TOP 14 2014-2015 - 5ème journée,2,17,Paris,5,4,0,1,1,116,128,
1928,5,TOP 14 2014-2015 - 5ème journée,3,14,Toulon,5,3,0,2,2,141,92,49
1929,5,TOP 14 2014-2015 - 5ème journée,4,14,Montpellier,5,3,0,2,2,121,93,28
1930,5,TOP 14 2014-2015 - 5ème journée,5,13,Bordeaux-Bègles,5,3,0,2,1,111,106,5
1931,5,TOP 14 2014-2015 - 5ème journée,6,13,Racing 92,5,3,0,2,1,91,99,
1932,5,TOP 14 2014-2015 - 5ème journée,7,12,Grenoble,5,2,0,3,4,137,125,12
1933,5,TOP 14 2014-2015 - 5ème journée,8,11,Oyonnax,5,2,0,3,3,127,117,10
1934,5,TOP 14 2014-2015 - 5ème journée,9,10,Toulouse,5,2,0,3,2,108,101,7
1935,5,TOP 14 2014-2015 - 5ème journée,10,10,Bayonne,5,2,0,3,2,111,111,
1936,5,TOP 14 2014-2015 - 5ème journée,11,9,Brive,5,2,0,3,1,81,102,
1937,5,TOP 14 2014-2015 - 5ème journée,12,9,Lyon,5,2,0,3,1,90,98,
1938,5,TOP 14 2014-2015 - 5ème journée,13,9,La Rochelle,5,2,0,3,1,124,168,
1939,5,TOP 14 2014-2015 - 5ème journée,14,6,Castres,5,1,0,4,2,84,150,
1940,6,TOP 14 2014-2015 - 6ème journée,1,23,Clermont,6,5,0,1,3,159,80,79
1941,6,TOP 14 2014-2015 - 6ème journée,2,19,Toulon,6,4,0,2,3,194,105,89
1942,6,TOP 14 2014-2015 - 6ème journée,3,18,Montpellier,6,4,0,2,2,144,96,48
1943,6,TOP 14 2014-2015 - 6ème journée,4,17,Bordeaux-Bègles,6,4,0,2,1,140,132,8
1944,6,TOP 14 2014-2015 - 6ème journée,5,17,Paris,6,4,0,2,1,119,151,
1945,6,TOP 14 2014-2015 - 6ème journée,6,17,Racing 92,6,4,0,2,1,118,115,3
1946,6,TOP 14 2014-2015 - 6ème journée,7,16,Grenoble,6,3,0,3,4,161,140,21
1947,6,TOP 14 2014-2015 - 6ème journée,8,11,Oyonnax,6,2,0,4,3,145,144,1
1948,6,TOP 14 2014-2015 - 6ème journée,9,10,La Rochelle,6,2,0,4,2,150,197,
1949,6,TOP 14 2014-2015 - 6ème journée,10,10,Toulouse,6,2,0,4,2,124,128,
1950,6,TOP 14 2014-2015 - 6ème journée,11,10,Castres,6,2,0,4,2,111,168,
1951,6,TOP 14 2014-2015 - 6ème journée,12,10,Bayonne,6,2,0,4,2,126,135,
1952,6,TOP 14 2014-2015 - 6ème journée,13,9,Lyon,6,2,0,4,1,102,141,
1953,6,TOP 14 2014-2015 - 6ème journée,14,9,Brive,6,2,0,4,1,94,155,
1954,7,TOP 14 2014-2015 - 7ème journée,1,27,Clermont,7,6,0,1,3,178,88,90
1955,7,TOP 14 2014-2015 - 7ème journée,2,24,Toulon,7,5,0,2,4,234,122,112
1956,7,TOP 14 2014-2015 - 7ème journée,3,22,Paris,7,5,0,2,2,162,161,1
1957,7,TOP 14 2014-2015 - 7ème journée,4,20,Grenoble,7,4,0,3,4,188,165,23
1958,7,TOP 14 2014-2015 - 7ème journée,5,18,Racing 92,7,4,0,3,2,143,142,1
1959,7,TOP 14 2014-2015 - 7ème journée,6,18,Montpellier,7,4,0,3,2,161,136,25
1960,7,TOP 14 2014-2015 - 7ème journée,7,17,Bordeaux-Bègles,7,4,0,3,1,164,166,
1961,7,TOP 14 2014-2015 - 7ème journée,8,15,Bayonne,7,3,0,4,3,161,154,7
1962,7,TOP 14 2014-2015 - 7ème journée,9,13,Lyon,7,3,0,4,1,130,159,
1963,7,TOP 14 2014-2015 - 7ème journée,10,13,Brive,7,3,0,4,1,128,179,
1964,7,TOP 14 2014-2015 - 7ème journée,11,11,Oyonnax,7,2,0,5,3,153,163,
1965,7,TOP 14 2014-2015 - 7ème journée,12,10,La Rochelle,7,2,0,5,2,160,240,
1966,7,TOP 14 2014-2015 - 7ème journée,13,10,Toulouse,7,2,0,5,2,143,163,
1967,7,TOP 14 2014-2015 - 7ème journée,14,10,Castres,7,2,0,5,2,129,196,
1968,8,TOP 14 2014-2015 - 8ème journée,1,28,Toulon,8,6,0,2,4,255,140,115
1969,8,TOP 14 2014-2015 - 8ème journée,2,27,Clermont,8,6,0,2,3,199,139,60
1970,8,TOP 14 2014-2015 - 8ème journée,3,23,Racing 92,8,5,0,3,3,189,174,15
1971,8,TOP 14 2014-2015 - 8ème journée,4,22,Montpellier,8,5,0,3,2,176,146,30
1972,8,TOP 14 2014-2015 - 8ème journée,5,22,Bordeaux-Bègles,8,5,0,3,2,215,187,28
1973,8,TOP 14 2014-2015 - 8ème journée,6,22,Paris,8,5,0,3,2,172,183,
1974,8,TOP 14 2014-2015 - 8ème journée,7,20,Grenoble,8,4,0,4,4,198,216,
1975,8,TOP 14 2014-2015 - 8ème journée,8,16,Bayonne,8,3,0,5,4,171,169,2
1976,8,TOP 14 2014-2015 - 8ème journée,9,15,La Rochelle,8,3,0,5,3,189,250,
1977,8,TOP 14 2014-2015 - 8ème journée,10,15,Castres,8,3,0,5,3,180,206,
1978,8,TOP 14 2014-2015 - 8ème journée,11,14,Toulouse,8,3,0,5,2,165,173,
1979,8,TOP 14 2014-2015 - 8ème journée,12,13,Lyon,8,3,0,5,1,140,188,
1980,8,TOP 14 2014-2015 - 8ème journée,13,13,Brive,8,3,0,5,1,160,225,
1981,8,TOP 14 2014-2015 - 8ème journée,14,12,Oyonnax,8,2,0,6,4,171,184,
