,journee,journee_nom,classement,nb_pts,equipe,nb_matchs_joues,victoire,nul,defaite,bonus,pts_marques,pts_pris,ga
263,19,TOP 14 Orange 2009-2010 - 19ème journée,12,33,Montauban,19,6,2,11,5,280,378,
264,19,TOP 14 Orange 2009-2010 - 19ème journée,13,30,Bayonne,19,5,0,14,10,338,344,
265,19,TOP 14 Orange 2009-2010 - 19ème journée,14,20,Albi,19,3,0,16,8,244,464,
266,20,TOP 14 Orange 2009-2010 - 20ème journée,1,62,Castres,20,12,3,5,8,428,292,136
267,20,TOP 14 Orange 2009-2010 - 20ème journée,2,61,Perpignan,20,13,0,7,9,418,309,109
268,20,TOP 14 Orange 2009-2010 - 20ème journée,3,61,Clermont,20,11,3,6,11,507,315,192
269,20,TOP 14 Orange 2009-2010 - 20ème journée,4,56,Toulouse,20,11,1,8,10,385,275,110
270,20,TOP 14 Orange 2009-2010 - 20ème journée,5,55,Toulon,20,12,1,7,5,398,362,36
271,20,TOP 14 Orange 2009-2010 - 20ème journée,6,54,Racing 92,20,12,1,7,4,374,354,20
272,20,TOP 14 Orange 2009-2010 - 20ème journée,7,49,Paris,20,8,4,8,9,479,408,71
273,20,TOP 14 Orange 2009-2010 - 20ème journée,8,47,Brive,20,9,2,9,7,332,365,
274,20,TOP 14 Orange 2009-2010 - 20ème journée,9,46,Biarritz,20,10,0,10,6,328,324,4
275,20,TOP 14 Orange 2009-2010 - 20ème journée,10,38,Montpellier,20,9,0,11,2,310,430,
276,20,TOP 14 Orange 2009-2010 - 20ème journée,11,37,Montauban,20,7,2,11,5,296,391,
277,20,TOP 14 Orange 2009-2010 - 20ème journée,12,36,Bourgoin,20,8,1,11,2,302,485,
278,20,TOP 14 Orange 2009-2010 - 20ème journée,13,34,Bayonne,20,6,0,14,10,360,360,
279,20,TOP 14 Orange 2009-2010 - 20ème journée,14,20,Albi,20,3,0,17,8,262,509,
280,21,TOP 14 Orange 2009-2010 - 21ème journée,1,67,Castres,21,13,3,5,9,463,302,161
281,21,TOP 14 Orange 2009-2010 - 21ème journée,2,65,Clermont,21,12,3,6,11,529,332,197
282,21,TOP 14 Orange 2009-2010 - 21ème journée,3,62,Perpignan,21,13,0,8,10,435,331,104
283,21,TOP 14 Orange 2009-2010 - 21ème journée,4,60,Toulouse,21,12,1,8,10,414,275,139
284,21,TOP 14 Orange 2009-2010 - 21ème journée,5,59,Toulon,21,13,1,7,5,419,382,37
285,21,TOP 14 Orange 2009-2010 - 21ème journée,6,55,Racing 92,21,12,1,8,5,393,376,17
286,21,TOP 14 Orange 2009-2010 - 21ème journée,7,49,Paris,21,8,4,9,9,479,437,42
287,21,TOP 14 Orange 2009-2010 - 21ème journée,8,47,Biarritz,21,10,0,11,7,348,345,3
288,21,TOP 14 Orange 2009-2010 - 21ème journée,9,47,Brive,21,9,2,10,7,342,400,
289,21,TOP 14 Orange 2009-2010 - 21ème journée,10,42,Montpellier,21,10,0,11,2,332,449,
290,21,TOP 14 Orange 2009-2010 - 21ème journée,11,40,Bourgoin,21,9,1,11,2,324,499,
291,21,TOP 14 Orange 2009-2010 - 21ème journée,12,39,Bayonne,21,7,0,14,11,406,373,33
292,21,TOP 14 Orange 2009-2010 - 21ème journée,13,37,Montauban,21,7,2,12,5,310,413,
293,21,TOP 14 Orange 2009-2010 - 21ème journée,14,20,Albi,21,3,0,18,8,275,555,
294,22,TOP 14 Orange 2009-2010 - 22ème journée,1,67,Castres,22,13,3,6,9,469,321,148
295,22,TOP 14 Orange 2009-2010 - 22ème journée,2,66,Perpignan,22,14,0,8,10,454,345,109
296,22,TOP 14 Orange 2009-2010 - 22ème journée,3,65,Clermont,22,12,3,7,11,542,354,188
297,22,TOP 14 Orange 2009-2010 - 22ème journée,4,65,Toulouse,22,13,1,8,11,448,278,170
298,22,TOP 14 Orange 2009-2010 - 22ème journée,5,63,Toulon,22,14,1,7,5,438,388,50
299,22,TOP 14 Orange 2009-2010 - 22ème journée,6,55,Racing 92,22,12,1,9,5,424,421,3
300,22,TOP 14 Orange 2009-2010 - 22ème journée,7,51,Brive,22,10,2,10,7,368,414,
301,22,TOP 14 Orange 2009-2010 - 22ème journée,8,49,Paris,22,8,4,10,9,493,463,30
302,22,TOP 14 Orange 2009-2010 - 22ème journée,9,48,Biarritz,22,10,0,12,8,362,364,
303,22,TOP 14 Orange 2009-2010 - 22ème journée,10,44,Bourgoin,22,10,1,11,2,341,506,
304,22,TOP 14 Orange 2009-2010 - 22ème journée,11,43,Bayonne,22,8,0,14,11,428,386,42
305,22,TOP 14 Orange 2009-2010 - 22ème journée,12,42,Montpellier,22,10,0,12,2,335,483,
306,22,TOP 14 Orange 2009-2010 - 22ème journée,13,41,Montauban,22,8,2,12,5,355,444,
307,22,TOP 14 Orange 2009-2010 - 22ème journée,14,20,Albi,22,3,0,19,8,282,572,
308,23,TOP 14 Orange 2009-2010 - 23ème journée,1,71,Perpignan,23,15,0,8,11,498,368,130
309,23,TOP 14 Orange 2009-2010 - 23ème journée,2,71,Castres,23,14,3,6,9,495,331,164
310,23,TOP 14 Orange 2009-2010 - 23ème journée,3,70,Clermont,23,13,3,7,12,583,357,226
311,23,TOP 14 Orange 2009-2010 - 23ème journée,4,67,Toulon,23,15,1,7,5,451,397,54
312,23,TOP 14 Orange 2009-2010 - 23ème journée,5,65,Toulouse,23,13,1,9,11,458,304,154
313,23,TOP 14 Orange 2009-2010 - 23ème journée,6,59,Racing 92,23,13,1,9,5,449,439,10
314,23,TOP 14 Orange 2009-2010 - 23ème journée,7,52,Biarritz,23,11,0,12,8,388,374,14
315,23,TOP 14 Orange 2009-2010 - 23ème journée,8,52,Brive,23,10,2,11,8,386,439,
316,23,TOP 14 Orange 2009-2010 - 23ème journée,9,49,Paris,23,8,4,11,9,516,507,9
317,23,TOP 14 Orange 2009-2010 - 23ème journée,10,45,Bourgoin,23,10,1,12,3,350,519,
318,23,TOP 14 Orange 2009-2010 - 23ème journée,11,45,Montauban,23,9,2,12,5,381,456,
319,23,TOP 14 Orange 2009-2010 - 23ème journée,12,43,Bayonne,23,8,0,15,11,438,412,26
320,23,TOP 14 Orange 2009-2010 - 23ème journée,13,42,Montpellier,23,10,0,13,2,338,524,
321,23,TOP 14 Orange 2009-2010 - 23ème journée,14,20,Albi,23,3,0,20,8,294,598,
322,24,TOP 14 Orange 2009-2010 - 24ème journée,1,75,Perpignan,24,16,0,8,11,515,379,136
323,24,TOP 14 Orange 2009-2010 - 24ème journée,2,72,Toulon,24,16,1,7,6,482,410,72
324,24,TOP 14 Orange 2009-2010 - 24ème journée,3,72,Castres,24,14,3,7,10,506,348,158
325,24,TOP 14 Orange 2009-2010 - 24ème journée,4,70,Clermont,24,13,3,8,12,593,376,217
326,24,TOP 14 Orange 2009-2010 - 24ème journée,5,69,Toulouse,24,14,1,9,11,486,327,159
327,24,TOP 14 Orange 2009-2010 - 24ème journée,6,60,Racing 92,24,13,1,10,6,472,467,5
328,24,TOP 14 Orange 2009-2010 - 24ème journée,7,57,Biarritz,24,12,0,12,9,430,387,43
329,24,TOP 14 Orange 2009-2010 - 24ème journée,8,57,Brive,24,11,2,11,9,411,454,
330,24,TOP 14 Orange 2009-2010 - 24ème journée,9,53,Paris,24,9,4,11,9,535,517,18
331,24,TOP 14 Orange 2009-2010 - 24ème journée,10,47,Montpellier,24,11,0,13,3,400,541,
332,24,TOP 14 Orange 2009-2010 - 24ème journée,11,45,Bourgoin,24,10,1,13,3,365,544,
333,24,TOP 14 Orange 2009-2010 - 24ème journée,12,45,Montauban,24,9,2,13,5,394,498,
334,24,TOP 14 Orange 2009-2010 - 24ème journée,13,43,Bayonne,24,8,0,16,11,451,443,8
335,24,TOP 14 Orange 2009-2010 - 24ème journée,14,20,Albi,24,3,0,21,8,311,660,
336,25,TOP 14 Orange 2009-2010 - 25ème journée,1,76,Toulon,25,17,1,7,6,515,433,82
337,25,TOP 14 Orange 2009-2010 - 25ème journée,2,75,Perpignan,25,16,0,9,11,538,412,126
338,25,TOP 14 Orange 2009-2010 - 25ème journée,3,74,Clermont,25,14,3,8,12,618,395,223
339,25,TOP 14 Orange 2009-2010 - 25ème journée,4,73,Castres,25,14,3,8,11,525,373,152
340,25,TOP 14 Orange 2009-2010 - 25ème journée,5,70,Toulouse,25,14,1,10,12,499,342,157
341,25,TOP 14 Orange 2009-2010 - 25ème journée,6,64,Racing 92,25,14,1,10,6,501,489,12
342,25,TOP 14 Orange 2009-2010 - 25ème journée,7,58,Biarritz,25,12,0,13,10,452,416,36
343,25,TOP 14 Orange 2009-2010 - 25ème journée,8,57,Brive,25,11,2,12,9,436,487,
344,25,TOP 14 Orange 2009-2010 - 25ème journée,9,53,Paris,25,9,4,12,9,559,555,4
345,25,TOP 14 Orange 2009-2010 - 25ème journée,10,51,Montpellier,25,12,0,13,3,419,547,
346,25,TOP 14 Orange 2009-2010 - 25ème journée,11,49,Bourgoin,25,11,1,13,3,380,557,
347,25,TOP 14 Orange 2009-2010 - 25ème journée,12,47,Bayonne,25,9,0,16,11,484,468,16
348,25,TOP 14 Orange 2009-2010 - 25ème journée,13,45,Montauban,25,9,2,14,5,400,517,
349,25,TOP 14 Orange 2009-2010 - 25ème journée,14,24,Albi,25,4,0,21,8,349,684,
350,26,TOP 14 Orange 2009-2010 - 26ème journée,1,80,Perpignan,26,17,0,9,12,582,412,170
351,26,TOP 14 Orange 2009-2010 - 26ème journée,2,80,Toulon,26,18,1,7,6,541,456,85
352,26,TOP 14 Orange 2009-2010 - 26ème journée,3,78,Clermont,26,15,3,8,12,644,414,230
353,26,TOP 14 Orange 2009-2010 - 26ème journée,4,74,Toulouse,26,15,1,10,12,524,359,165
354,26,TOP 14 Orange 2009-2010 - 26ème journée,5,73,Castres,26,14,3,9,11,542,398,144
355,26,TOP 14 Orange 2009-2010 - 26ème journée,6,64,Racing 92,26,14,1,11,6,518,530,
356,26,TOP 14 Orange 2009-2010 - 26ème journée,7,59,Biarritz,26,12,0,14,11,471,442,29
357,26,TOP 14 Orange 2009-2010 - 26ème journée,8,58,Paris,26,10,4,12,10,600,572,28
358,26,TOP 14 Orange 2009-2010 - 26ème journée,9,58,Brive,26,11,2,13,10,459,513,
359,26,TOP 14 Orange 2009-2010 - 26ème journée,10,55,Montpellier,26,13,0,13,3,453,574,
360,26,TOP 14 Orange 2009-2010 - 26ème journée,11,50,Bourgoin,26,11,1,14,4,407,591,
361,26,TOP 14 Orange 2009-2010 - 26ème journée,12,49,Montauban,26,10,2,14,5,422,525,
362,26,TOP 14 Orange 2009-2010 - 26ème journée,13,47,Bayonne,26,9,0,17,11,492,490,2
363,26,TOP 14 Orange 2009-2010 - 26ème journée,14,24,Albi,26,4,0,22,8,349,728,
364,27,TOP 14 Orange 2009-2010 - Matchs de barrage,1,82,Clermont,27,16,3,8,12,665,431,234
365,27,TOP 14 Orange 2009-2010 - Matchs de barrage,2,78,Toulouse,27,16,1,10,12,559,371,188
366,27,TOP 14 Orange 2009-2010 - Matchs de barrage,3,73,Castres,27,14,3,10,11,554,433,121
367,27,TOP 14 Orange 2009-2010 - Matchs de barrage,4,64,Racing 92,27,14,1,12,6,535,551,
368,28,TOP 14 Orange 2009-2010 - Demi-finales,1,86,Clermont,28,17,3,8,12,700,460,240
369,28,TOP 14 Orange 2009-2010 - Demi-finales,2,84,Perpignan,27,18,0,9,12,603,425,178
370,28,TOP 14 Orange 2009-2010 - Demi-finales,3,80,Toulon,27,18,1,8,6,570,491,79
371,28,TOP 14 Orange 2009-2010 - Demi-finales,4,78,Toulouse,28,16,1,11,12,572,392,180
372,29,TOP 14 Orange 2009-2010 - Finale,1,90,Clermont,29,18,3,8,12,719,466,253
373,29,TOP 14 Orange 2009-2010 - Finale,2,84,Perpignan,28,18,0,10,12,609,444,165
374,1,TOP 14 Orange 2010-2011 - 1ère journée,1,5,Paris,1,1,0,0,1,43,12,31
375,1,TOP 14 Orange 2010-2011 - 1ère journée,2,5,Toulouse,1,1,0,0,1,44,24,20
376,1,TOP 14 Orange 2010-2011 - 1ère journée,3,4,Biarritz,1,1,0,0,0,30,22,8
377,1,TOP 14 Orange 2010-2011 - 1ère journée,4,4,Perpignan,1,1,0,0,0,21,13,8
378,1,TOP 14 Orange 2010-2011 - 1ère journée,5,4,Racing 92,1,1,0,0,0,23,18,5
379,1,TOP 14 Orange 2010-2011 - 1ère journée,6,4,La Rochelle,1,1,0,0,0,22,17,5
380,1,TOP 14 Orange 2010-2011 - 1ère journée,7,4,Bayonne,1,1,0,0,0,26,22,4
381,1,TOP 14 Orange 2010-2011 - 1ère journée,8,1,Toulon,1,0,0,1,1,22,26,
382,1,TOP 14 Orange 2010-2011 - 1ère journée,9,1,Castres,1,0,0,1,1,17,22,
383,1,TOP 14 Orange 2010-2011 - 1ère journée,10,1,Brive,1,0,0,1,1,18,23,
384,1,TOP 14 Orange 2010-2011 - 1ère journée,11,0,Montpellier,1,0,0,1,0,22,30,
385,1,TOP 14 Orange 2010-2011 - 1ère journée,12,0,Clermont,1,0,0,1,0,13,21,
386,1,TOP 14 Orange 2010-2011 - 1ère journée,13,0,Agen,1,0,0,1,0,24,44,
387,1,TOP 14 Orange 2010-2011 - 1ère journée,14,0,Bourgoin,1,0,0,1,0,12,43,
388,2,TOP 14 Orange 2010-2011 - 2ème journée,1,9,Paris,2,2,0,0,1,84,38,46
389,2,TOP 14 Orange 2010-2011 - 2ème journée,2,9,Bayonne,2,2,0,0,1,53,22,31
390,2,TOP 14 Orange 2010-2011 - 2ème journée,3,6,Toulouse,2,1,0,1,2,60,46,14
391,2,TOP 14 Orange 2010-2011 - 2ème journée,4,5,Brive,2,1,0,1,1,44,34,10
392,2,TOP 14 Orange 2010-2011 - 2ème journée,5,5,Montpellier,2,1,0,1,1,58,49,9
393,2,TOP 14 Orange 2010-2011 - 2ème journée,6,5,Toulon,2,1,0,1,1,35,29,6
394,2,TOP 14 Orange 2010-2011 - 2ème journée,7,5,Clermont,2,1,0,1,1,38,33,5
395,2,TOP 14 Orange 2010-2011 - 2ème journée,8,5,Castres,2,1,0,1,1,39,38,1
396,2,TOP 14 Orange 2010-2011 - 2ème journée,9,4,Biarritz,2,1,0,1,0,33,35,
397,2,TOP 14 Orange 2010-2011 - 2ème journée,10,4,Perpignan,2,1,0,1,0,32,39,
398,2,TOP 14 Orange 2010-2011 - 2ème journée,11,4,La Rochelle,2,1,0,1,0,48,58,
399,2,TOP 14 Orange 2010-2011 - 2ème journée,12,4,Racing 92,2,1,0,1,0,42,54,
400,2,TOP 14 Orange 2010-2011 - 2ème journée,13,0,Bourgoin,2,0,0,2,0,24,68,
401,2,TOP 14 Orange 2010-2011 - 2ème journée,14,0,Agen,2,0,0,2,0,24,71,
402,3,TOP 14 Orange 2010-2011 - 3ème journée,1,10,Toulouse,3,2,0,1,2,94,62,32
403,3,TOP 14 Orange 2010-2011 - 3ème journée,2,10,Clermont,3,2,0,1,2,71,42,29
404,3,TOP 14 Orange 2010-2011 - 3ème journée,3,9,Castres,3,2,0,1,1,64,54,10
405,3,TOP 14 Orange 2010-2011 - 3ème journée,4,9,Montpellier,3,2,0,1,1,74,55,19
406,3,TOP 14 Orange 2010-2011 - 3ème journée,5,9,Paris,3,2,0,1,1,100,72,28
407,3,TOP 14 Orange 2010-2011 - 3ème journée,6,9,Bayonne,3,2,0,1,1,69,47,22
408,3,TOP 14 Orange 2010-2011 - 3ème journée,7,8,La Rochelle,3,2,0,1,0,68,70,
409,3,TOP 14 Orange 2010-2011 - 3ème journée,8,8,Racing 92,3,2,0,1,0,78,85,
410,3,TOP 14 Orange 2010-2011 - 3ème journée,9,6,Toulon,3,1,0,2,2,66,65,1
411,3,TOP 14 Orange 2010-2011 - 3ème journée,10,5,Biarritz,3,1,0,2,1,56,63,
412,3,TOP 14 Orange 2010-2011 - 3ème journée,11,5,Brive,3,1,0,2,1,53,67,
413,3,TOP 14 Orange 2010-2011 - 3ème journée,12,4,Perpignan,3,1,0,2,0,38,55,
414,3,TOP 14 Orange 2010-2011 - 3ème journée,13,4,Agen,3,1,0,2,0,52,94,
415,3,TOP 14 Orange 2010-2011 - 3ème journée,14,0,Bourgoin,3,0,0,3,0,36,88,
416,4,TOP 14 Orange 2010-2011 - 4ème journée,1,13,Paris,4,3,0,1,1,140,106,34
417,4,TOP 14 Orange 2010-2011 - 4ème journée,2,13,Bayonne,4,3,0,1,1,88,65,23
418,4,TOP 14 Orange 2010-2011 - 4ème journée,3,13,Montpellier,4,3,0,1,1,96,76,20
419,4,TOP 14 Orange 2010-2011 - 4ème journée,4,12,Racing 92,4,3,0,1,0,106,102,4
420,4,TOP 14 Orange 2010-2011 - 4ème journée,5,11,Toulouse,4,2,0,2,3,115,84,31
421,4,TOP 14 Orange 2010-2011 - 4ème journée,6,10,Clermont,4,2,0,2,2,88,70,18
422,4,TOP 14 Orange 2010-2011 - 4ème journée,7,10,Castres,4,2,0,2,2,98,94,4
423,4,TOP 14 Orange 2010-2011 - 4ème journée,8,10,Toulon,4,2,0,2,2,81,78,3
424,4,TOP 14 Orange 2010-2011 - 4ème journée,9,9,La Rochelle,4,2,0,2,1,81,85,
425,4,TOP 14 Orange 2010-2011 - 4ème journée,10,8,Perpignan,4,2,0,2,0,55,67,
426,4,TOP 14 Orange 2010-2011 - 4ème journée,11,6,Biarritz,4,1,0,3,2,68,80,
427,4,TOP 14 Orange 2010-2011 - 4ème journée,12,6,Brive,4,1,0,3,2,71,86,
428,4,TOP 14 Orange 2010-2011 - 4ème journée,13,5,Agen,4,1,0,3,1,67,116,
429,4,TOP 14 Orange 2010-2011 - 4ème journée,14,4,Bourgoin,4,1,0,3,0,58,103,
430,5,TOP 14 Orange 2010-2011 - 5ème journée,1,17,Bayonne,5,4,0,1,1,116,88,28
431,5,TOP 14 Orange 2010-2011 - 5ème journée,2,16,Toulouse,5,3,0,2,4,165,87,78
432,5,TOP 14 Orange 2010-2011 - 5ème journée,3,14,Clermont,5,3,0,2,2,115,80,35
433,5,TOP 14 Orange 2010-2011 - 5ème journée,4,14,Castres,5,3,0,2,2,129,119,10
434,5,TOP 14 Orange 2010-2011 - 5ème journée,5,13,Montpellier,5,3,0,2,1,106,103,3
435,5,TOP 14 Orange 2010-2011 - 5ème journée,6,13,Paris,5,3,0,2,1,151,125,26
436,5,TOP 14 Orange 2010-2011 - 5ème journée,7,13,Racing 92,5,3,0,2,1,131,133,
437,5,TOP 14 Orange 2010-2011 - 5ème journée,8,11,Brive,5,2,0,3,3,98,95,3
438,5,TOP 14 Orange 2010-2011 - 5ème journée,9,10,Toulon,5,2,0,3,2,90,105,
439,5,TOP 14 Orange 2010-2011 - 5ème journée,10,10,Perpignan,5,2,1,2,0,78,90,
440,5,TOP 14 Orange 2010-2011 - 5ème journée,11,10,Biarritz,5,2,0,3,2,87,91,
441,5,TOP 14 Orange 2010-2011 - 5ème journée,12,9,La Rochelle,5,2,0,3,1,84,135,
442,5,TOP 14 Orange 2010-2011 - 5ème journée,13,7,Agen,5,1,1,3,1,90,139,
443,5,TOP 14 Orange 2010-2011 - 5ème journée,14,5,Bourgoin,5,1,0,4,1,81,131,
444,6,TOP 14 Orange 2010-2011 - 6ème journée,1,21,Bayonne,6,5,0,1,1,134,104,30
445,6,TOP 14 Orange 2010-2011 - 6ème journée,2,18,Racing 92,6,4,0,2,2,174,151,23
446,6,TOP 14 Orange 2010-2011 - 6ème journée,3,17,Montpellier,6,4,0,2,1,129,115,14
447,6,TOP 14 Orange 2010-2011 - 6ème journée,4,17,Toulouse,6,3,0,3,5,185,112,73
448,6,TOP 14 Orange 2010-2011 - 6ème journée,5,15,Clermont,6,3,0,3,3,131,98,33
449,6,TOP 14 Orange 2010-2011 - 6ème journée,6,15,Brive,6,3,0,3,3,127,122,5
450,6,TOP 14 Orange 2010-2011 - 6ème journée,7,15,Toulon,6,3,0,3,3,131,115,16
451,6,TOP 14 Orange 2010-2011 - 6ème journée,8,14,Biarritz,6,3,0,3,2,112,111,1
452,6,TOP 14 Orange 2010-2011 - 6ème journée,9,14,Perpignan,6,3,1,2,0,105,110,
453,6,TOP 14 Orange 2010-2011 - 6ème journée,10,14,Paris,6,3,0,3,2,178,154,24
454,6,TOP 14 Orange 2010-2011 - 6ème journée,11,14,Castres,6,3,0,3,2,141,142,
455,6,TOP 14 Orange 2010-2011 - 6ème journée,12,9,La Rochelle,6,2,0,4,1,102,178,
456,6,TOP 14 Orange 2010-2011 - 6ème journée,13,7,Agen,6,1,1,4,1,100,180,
457,6,TOP 14 Orange 2010-2011 - 6ème journée,14,6,Bourgoin,6,1,0,5,2,101,158,
458,7,TOP 14 Orange 2010-2011 - 7ème journée,1,23,Racing 92,7,5,0,2,3,225,171,54
459,7,TOP 14 Orange 2010-2011 - 7ème journée,2,22,Montpellier,7,5,0,2,2,164,121,43
460,7,TOP 14 Orange 2010-2011 - 7ème journée,3,21,Toulouse,7,4,0,3,5,214,132,82
461,7,TOP 14 Orange 2010-2011 - 7ème journée,4,21,Bayonne,7,5,0,2,1,154,133,21
462,7,TOP 14 Orange 2010-2011 - 7ème journée,5,19,Toulon,7,4,0,3,3,159,131,28
463,7,TOP 14 Orange 2010-2011 - 7ème journée,6,18,Biarritz,7,4,0,3,2,141,134,7
464,7,TOP 14 Orange 2010-2011 - 7ème journée,7,18,Perpignan,7,4,1,2,0,127,131,
465,7,TOP 14 Orange 2010-2011 - 7ème journée,8,18,Castres,7,4,0,3,2,169,148,21
466,7,TOP 14 Orange 2010-2011 - 7ème journée,9,15,Clermont,7,3,0,4,3,147,126,21
467,7,TOP 14 Orange 2010-2011 - 7ème journée,10,15,Brive,7,3,0,4,3,133,150,
468,7,TOP 14 Orange 2010-2011 - 7ème journée,11,15,Paris,7,3,0,4,3,199,176,23
469,7,TOP 14 Orange 2010-2011 - 7ème journée,12,10,La Rochelle,7,2,0,5,2,125,207,
470,7,TOP 14 Orange 2010-2011 - 7ème journée,13,7,Agen,7,1,1,5,1,106,215,
471,7,TOP 14 Orange 2010-2011 - 7ème journée,14,6,Bourgoin,7,1,0,6,2,121,209,
472,8,TOP 14 Orange 2010-2011 - 8ème journée,1,27,Montpellier,8,6,0,2,3,190,127,63
473,8,TOP 14 Orange 2010-2011 - 8ème journée,2,27,Racing 92,8,6,0,2,3,242,183,59
474,8,TOP 14 Orange 2010-2011 - 8ème journée,3,23,Toulouse,8,4,1,3,5,230,148,82
475,8,TOP 14 Orange 2010-2011 - 8ème journée,4,23,Toulon,8,5,0,3,3,185,134,51
476,8,TOP 14 Orange 2010-2011 - 8ème journée,5,22,Perpignan,8,5,1,2,0,153,156,
477,8,TOP 14 Orange 2010-2011 - 8ème journée,6,22,Bayonne,8,5,0,3,2,179,159,20
478,8,TOP 14 Orange 2010-2011 - 8ème journée,7,19,Biarritz,8,4,0,4,3,153,151,2
479,8,TOP 14 Orange 2010-2011 - 8ème journée,8,19,Clermont,8,4,0,4,3,171,132,39
480,8,TOP 14 Orange 2010-2011 - 8ème journée,9,19,Paris,8,4,0,4,3,226,188,38
481,8,TOP 14 Orange 2010-2011 - 8ème journée,10,18,Castres,8,4,0,4,2,175,172,3
482,8,TOP 14 Orange 2010-2011 - 8ème journée,11,17,Brive,8,3,1,4,3,149,166,
483,8,TOP 14 Orange 2010-2011 - 8ème journée,12,10,La Rochelle,8,2,0,6,2,131,233,
484,8,TOP 14 Orange 2010-2011 - 8ème journée,13,7,Agen,8,1,1,6,1,118,242,
485,8,TOP 14 Orange 2010-2011 - 8ème journée,14,6,Bourgoin,8,1,0,7,2,124,235,
486,9,TOP 14 Orange 2010-2011 - 9ème journée,1,28,Racing 92,9,6,0,3,4,265,211,54
487,9,TOP 14 Orange 2010-2011 - 9ème journée,2,27,Montpellier,9,6,0,3,3,203,157,46
488,9,TOP 14 Orange 2010-2011 - 9ème journée,3,27,Toulouse,9,5,1,3,5,258,171,87
489,9,TOP 14 Orange 2010-2011 - 9ème journée,4,27,Toulon,9,6,0,3,3,207,149,58
490,9,TOP 14 Orange 2010-2011 - 9ème journée,5,26,Perpignan,9,6,1,2,0,174,172,2
491,9,TOP 14 Orange 2010-2011 - 9ème journée,6,24,Clermont,9,5,0,4,4,216,151,65
492,9,TOP 14 Orange 2010-2011 - 9ème journée,7,23,Biarritz,9,5,0,4,3,175,170,5
493,9,TOP 14 Orange 2010-2011 - 9ème journée,8,23,Bayonne,9,5,0,4,3,198,181,17
494,9,TOP 14 Orange 2010-2011 - 9ème journée,9,23,Paris,9,5,0,4,3,256,201,55
495,9,TOP 14 Orange 2010-2011 - 9ème journée,10,19,Castres,9,4,0,5,3,190,194,
496,9,TOP 14 Orange 2010-2011 - 9ème journée,11,17,Brive,9,3,1,5,3,152,184,
497,9,TOP 14 Orange 2010-2011 - 9ème journée,12,11,La Rochelle,9,2,0,7,3,147,254,
498,9,TOP 14 Orange 2010-2011 - 9ème journée,13,10,Bourgoin,9,2,0,7,2,142,238,
499,9,TOP 14 Orange 2010-2011 - 9ème journée,14,7,Agen,9,1,1,7,1,137,287,
500,10,TOP 14 Orange 2010-2011 - 10ème journée,1,32,Montpellier,10,7,0,3,4,231,160,71
501,10,TOP 14 Orange 2010-2011 - 10ème journée,2,32,Toulouse,10,6,1,3,6,296,200,96
502,10,TOP 14 Orange 2010-2011 - 10ème journée,3,32,Racing 92,10,7,0,3,4,280,220,60
503,10,TOP 14 Orange 2010-2011 - 10ème journée,4,28,Toulon,10,6,0,4,4,222,171,51
504,10,TOP 14 Orange 2010-2011 - 10ème journée,5,27,Biarritz,10,6,0,4,3,191,183,8
505,10,TOP 14 Orange 2010-2011 - 10ème journée,6,27,Paris,10,6,0,4,3,278,216,62
506,10,TOP 14 Orange 2010-2011 - 10ème journée,7,26,Perpignan,10,6,1,3,0,203,210,
507,10,TOP 14 Orange 2010-2011 - 10ème journée,8,25,Clermont,10,5,0,5,5,229,167,62
508,10,TOP 14 Orange 2010-2011 - 10ème journée,9,24,Castres,10,5,0,5,4,228,205,23
509,10,TOP 14 Orange 2010-2011 - 10ème journée,10,24,Bayonne,10,5,0,5,4,207,196,11
510,10,TOP 14 Orange 2010-2011 - 10ème journée,11,18,Brive,10,3,1,6,4,173,210,
511,10,TOP 14 Orange 2010-2011 - 10ème journée,12,15,La Rochelle,10,3,0,7,3,173,275,
512,10,TOP 14 Orange 2010-2011 - 10ème journée,13,10,Bourgoin,10,2,0,8,2,145,266,
513,10,TOP 14 Orange 2010-2011 - 10ème journée,14,7,Agen,10,1,1,8,1,148,325,
514,11,TOP 14 Orange 2010-2011 - 11ème journée,1,37,Toulouse,11,7,1,3,7,340,205,135
515,11,TOP 14 Orange 2010-2011 - 11ème journée,2,36,Montpellier,11,8,0,3,4,260,178,82
516,11,TOP 14 Orange 2010-2011 - 11ème journée,3,34,Racing 92,11,7,1,3,4,298,238,60
517,11,TOP 14 Orange 2010-2011 - 11ème journée,4,31,Biarritz,11,7,0,4,3,218,204,14
518,11,TOP 14 Orange 2010-2011 - 11ème journée,5,30,Clermont,11,6,0,5,6,256,170,86
519,11,TOP 14 Orange 2010-2011 - 11ème journée,6,29,Castres,11,6,0,5,5,269,229,40
520,11,TOP 14 Orange 2010-2011 - 11ème journée,7,28,Toulon,11,6,0,5,4,227,215,12
521,11,TOP 14 Orange 2010-2011 - 11ème journée,8,28,Perpignan,11,6,2,3,0,221,228,
522,11,TOP 14 Orange 2010-2011 - 11ème journée,9,27,Paris,11,6,0,5,3,281,243,38
523,11,TOP 14 Orange 2010-2011 - 11ème journée,10,24,Bayonne,11,5,0,6,4,225,225,
524,11,TOP 14 Orange 2010-2011 - 11ème journée,11,19,Brive,11,3,1,7,5,194,237,
525,11,TOP 14 Orange 2010-2011 - 11ème journée,12,15,La Rochelle,11,3,0,8,3,187,304,
